date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:27:46	347459/347459	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2022%20Oct%202025%2005:21:48%20GMT	https://genixcarbon.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://genixcarbon.com/)
10:27:46	13882/13882	---MCZ	200	added ('OK')	text/css	date:Wed,%2022%20Oct%202025%2005:16:38%20GMT	https://genixcarbon.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://genixcarbon.com/)
10:27:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:47%20GMT	http://genixcarbon.com/cdn/shop/t/1/compiled_assets/scripts.js?2155	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/compiled_assets/scriptsa381.js	(from https://genixcarbon.com/)
10:27:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:47%20GMT	http://genixcarbon.com/cdn/fonts/assistant/assistant_n4.9120912a469cad1cc292572851508ca49d12e768.woff2?h1=OTRkNWQ3LWU4LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=Z2VuaXhjYXJib24uY29t&h3=YWNjb3VudC5nZW5peGNhcmJvbi5jb20&h4=Z2VuaXhtb3RvcnNwb3J0LmNvbQ&hmac=016e8ddb3e73cc1da96576ab3df57412ef4366209c97cec2d8e37c3a6c4818b4	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/fonts/assistant/assistant_n4.9120912a469cad1cc292572851508ca49d12e768c921.woff2	(from https://genixcarbon.com/)
10:27:47	3263/3263	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2008%20Oct%202025%2014:23:52%20GMT	https://genixcarbon.com/cdn/shop/t/1/compiled_assets/scripts.js?2155	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/compiled_assets/scriptsa381.js	(from https://genixcarbon.com/)
10:27:47	12196/12196	---M--	200	added ('OK')	font/woff2	date:Thu,%2002%20Oct%202025%2014:54:20%20GMT	https://genixcarbon.com/cdn/fonts/assistant/assistant_n4.9120912a469cad1cc292572851508ca49d12e768.woff2?h1=OTRkNWQ3LWU4LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=Z2VuaXhjYXJib24uY29t&h3=YWNjb3VudC5nZW5peGNhcmJvbi5jb20&h4=Z2VuaXhtb3RvcnNwb3J0LmNvbQ&hmac=016e8ddb3e73cc1da96576ab3df57412ef4366209c97cec2d8e37c3a6c4818b4	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/fonts/assistant/assistant_n4.9120912a469cad1cc292572851508ca49d12e768c921.woff2	(from https://genixcarbon.com/)
10:27:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:48%20GMT	http://genixcarbon.com/cdn/fonts/assistant/assistant_n4.6e9875ce64e0fefcd3f4446b7ec9036b3ddd2985.woff?h1=OTRkNWQ3LWU4LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=Z2VuaXhjYXJib24uY29t&h3=YWNjb3VudC5nZW5peGNhcmJvbi5jb20&h4=Z2VuaXhtb3RvcnNwb3J0LmNvbQ&hmac=a4b0f15a5ea61e32e06f1911f5ccf000ee8a86e5ddaaae88385be9e53895c1ec	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/fonts/assistant/assistant_n4.6e9875ce64e0fefcd3f4446b7ec9036b3ddd2985c326.woff	(from https://genixcarbon.com/)
10:27:48	12152/12152	---M--	200	added ('OK')	font/woff2	date:Wed,%2003%20Sep%202025%2018:19:39%20GMT	https://genixcarbon.com/cdn/fonts/assistant/assistant_n4.6e9875ce64e0fefcd3f4446b7ec9036b3ddd2985.woff?h1=OTRkNWQ3LWU4LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=Z2VuaXhjYXJib24uY29t&h3=YWNjb3VudC5nZW5peGNhcmJvbi5jb20&h4=Z2VuaXhtb3RvcnNwb3J0LmNvbQ&hmac=a4b0f15a5ea61e32e06f1911f5ccf000ee8a86e5ddaaae88385be9e53895c1ec	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/fonts/assistant/assistant_n4.6e9875ce64e0fefcd3f4446b7ec9036b3ddd2985c326.woff	(from https://genixcarbon.com/)
10:27:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:48%20GMT	http://genixcarbon.com/cdn/fonts/assistant/assistant_n7.bf44452348ec8b8efa3aa3068825305886b1c83c.woff2?h1=OTRkNWQ3LWU4LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=Z2VuaXhjYXJib24uY29t&h3=YWNjb3VudC5nZW5peGNhcmJvbi5jb20&h4=Z2VuaXhtb3RvcnNwb3J0LmNvbQ&hmac=449f67ab84dbf3e5bd32ec897c4f18ca4a34350bd7e52fb15984852200c35e52	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/fonts/assistant/assistant_n7.bf44452348ec8b8efa3aa3068825305886b1c83c21a2.woff2	(from https://genixcarbon.com/)
10:27:48	12140/12140	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Sep%202025%2014:14:50%20GMT	https://genixcarbon.com/cdn/fonts/assistant/assistant_n7.bf44452348ec8b8efa3aa3068825305886b1c83c.woff2?h1=OTRkNWQ3LWU4LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=Z2VuaXhjYXJib24uY29t&h3=YWNjb3VudC5nZW5peGNhcmJvbi5jb20&h4=Z2VuaXhtb3RvcnNwb3J0LmNvbQ&hmac=449f67ab84dbf3e5bd32ec897c4f18ca4a34350bd7e52fb15984852200c35e52	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/fonts/assistant/assistant_n7.bf44452348ec8b8efa3aa3068825305886b1c83c21a2.woff2	(from https://genixcarbon.com/)
10:27:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:49%20GMT	http://genixcarbon.com/cdn/fonts/assistant/assistant_n7.0c887fee83f6b3bda822f1150b912c72da0f7b64.woff?h1=OTRkNWQ3LWU4LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=Z2VuaXhjYXJib24uY29t&h3=YWNjb3VudC5nZW5peGNhcmJvbi5jb20&h4=Z2VuaXhtb3RvcnNwb3J0LmNvbQ&hmac=852d2c9e2fbc7e7814feaced443d1c046b34d0b63713808205a3dcdc2ef69d4c	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/fonts/assistant/assistant_n7.0c887fee83f6b3bda822f1150b912c72da0f7b640951.woff	(from https://genixcarbon.com/)
10:27:49	12092/12092	---M--	200	added ('OK')	font/woff2	date:Sun,%2005%20Oct%202025%2006:56:11%20GMT	https://genixcarbon.com/cdn/fonts/assistant/assistant_n7.0c887fee83f6b3bda822f1150b912c72da0f7b64.woff?h1=OTRkNWQ3LWU4LmFjY291bnQubXlzaG9waWZ5LmNvbQ&h2=Z2VuaXhjYXJib24uY29t&h3=YWNjb3VudC5nZW5peGNhcmJvbi5jb20&h4=Z2VuaXhtb3RvcnNwb3J0LmNvbQ&hmac=852d2c9e2fbc7e7814feaced443d1c046b34d0b63713808205a3dcdc2ef69d4c	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/fonts/assistant/assistant_n7.0c887fee83f6b3bda822f1150b912c72da0f7b640951.woff	(from https://genixcarbon.com/)
10:27:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:50%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/base.css?v=116152165314869088801732459922	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/base02d1.css	(from https://genixcarbon.com/)
10:27:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:50%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/component-localization-form.css?v=120620094879297847921716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-localization-formefbe.css	(from https://genixcarbon.com/)
10:27:50	65409/65409	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20Oct%202025%2021:31:53%20GMT	https://genixcarbon.com/cdn/shop/t/1/assets/base.css?v=116152165314869088801732459922	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/base02d1.css	(from https://genixcarbon.com/)
10:27:50	8253/8253	---MCZ	200	added ('OK')	text/css	date:Sun,%2013%20Jul%202025%2011:28:34%20GMT	https://genixcarbon.com/cdn/shop/t/1/assets/component-localization-form.css?v=120620094879297847921716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-localization-formefbe.css	(from https://genixcarbon.com/)
10:27:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:51%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/localization-form.js?v=169565320306168926741716278940	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/localization-formf547.js	(from https://genixcarbon.com/)
10:27:50	5713/5713	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2016%20Oct%202025%2008:23:07%20GMT	https://genixcarbon.com/cdn/shop/t/1/assets/localization-form.js?v=169565320306168926741716278940	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/localization-formf547.js	(from https://genixcarbon.com/)
10:27:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:27:51%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/component-predictive-search.css?v=118923337488134913561716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-predictive-search55df.css	(from https://genixcarbon.com/)
10:27:51	4979/4979	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Oct%202025%2017:43:38%20GMT	https://genixcarbon.com/cdn/shop/t/1/assets/component-predictive-search.css?v=118923337488134913561716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-predictive-search55df.css	(from https://genixcarbon.com/)
10:27:52	39794/39794	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2015%20Oct%202025%2008:33:11%20GMT	https://cdn.shopify.com/extensions/0199e6c9-d0c0-7a2b-964d-62badb1b0365/web-builder-dashboard-app-112/assets/gp-flow-actions.js?v=1749928681137	C:/Users/Saboor/Pictures/ganix/cdn.shopify.com/extensions/0199e6c9-d0c0-7a2b-964d-62badb1b0365/web-builder-dashboard-app-112/assets/gp-flow-actions92d6.js	(from https://genixcarbon.com/)
10:27:53	15505/15505	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2015%20Oct%202025%2008:33:11%20GMT	https://cdn.shopify.com/extensions/0199e6c9-d0c0-7a2b-964d-62badb1b0365/web-builder-dashboard-app-112/assets/gp-lazyload.v2.js?v=1749928681137	C:/Users/Saboor/Pictures/ganix/cdn.shopify.com/extensions/0199e6c9-d0c0-7a2b-964d-62badb1b0365/web-builder-dashboard-app-112/assets/gp-lazyload.v292d6.js	(from https://genixcarbon.com/)
10:27:53	5427/5427	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2015%20Oct%202025%2008:33:11%20GMT	https://cdn.shopify.com/extensions/0199e6c9-d0c0-7a2b-964d-62badb1b0365/web-builder-dashboard-app-112/assets/gp-global.js?v=1749928681137	C:/Users/Saboor/Pictures/ganix/cdn.shopify.com/extensions/0199e6c9-d0c0-7a2b-964d-62badb1b0365/web-builder-dashboard-app-112/assets/gp-global92d6.js	(from https://genixcarbon.com/)
10:27:54	3683/3683	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2008%20Oct%202025%2019:24:19%20GMT	https://cdn.shopify.com/extensions/0199c547-fb83-7c4e-bf37-7795095458a5/loadify-extensions-77/assets/lInstant.js	C:/Users/Saboor/Pictures/ganix/cdn.shopify.com/extensions/0199c547-fb83-7c4e-bf37-7795095458a5/loadify-extensions-77/assets/lInstant.js	(from https://genixcarbon.com/)
10:27:55	9401/9401	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Oct%202025%2016:38:11%20GMT	https://cdn.shopify.com/s/files/1/0665/1854/8537/files/loadifyPreloader.png?v=1723049614	C:/Users/Saboor/Pictures/ganix/cdn.shopify.com/s/files/1/0665/1854/8537/files/loadifyPreloadera123.png	(from https://genixcarbon.com/)
10:27:56	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%226599bda7-305c%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/fontawesome.min.css	C:/Users/Saboor/Pictures/ganix/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/fontawesome.min.css	(from https://genixcarbon.com/)
10:27:57	25745/25745	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2022%20Oct%202025%2004:10:27%20GMT	https://cdn.shopify.com/extensions/019a0a1c-5731-7646-9284-e6592ece03a8/option-cli3-356/assets/gpomain.js	C:/Users/Saboor/Pictures/ganix/cdn.shopify.com/extensions/019a0a1c-5731-7646-9284-e6592ece03a8/option-cli3-356/assets/gpomain.js	(from https://genixcarbon.com/)
10:27:57	28540/28540	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2008%20Oct%202025%2007:38:32%20GMT	https://cdn.shopify.com/extensions/e20078c7-7a62-4bef-86f0-1d3eb911c0dc/musbu-wa-chat-44/assets/cx_whatsapp_button.js	C:/Users/Saboor/Pictures/ganix/cdn.shopify.com/extensions/e20078c7-7a62-4bef-86f0-1d3eb911c0dc/musbu-wa-chat-44/assets/cx_whatsapp_button.js	(from https://genixcarbon.com/)
10:27:58	62935/62935	---MCZ	200	added ('OK')	text/css	date:Mon,%2020%20Oct%202025%2022:59:25%20GMT	https://cdn.shopify.com/extensions/e20078c7-7a62-4bef-86f0-1d3eb911c0dc/musbu-wa-chat-44/assets/musbu-chat-support.css	C:/Users/Saboor/Pictures/ganix/cdn.shopify.com/extensions/e20078c7-7a62-4bef-86f0-1d3eb911c0dc/musbu-wa-chat-44/assets/musbu-chat-support.css	(from https://genixcarbon.com/)
10:28:00	3494892/3494892	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:eebeef90433cd51ee77cce8309e89621%22	https://genixcarbon.com/POST	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/POST	(from https://genixcarbon.com/)
10:28:00	307960/307960	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:eebeef90433cd51ee77cce8309e89621%22	https://genixcarbon.com/cdn	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn	(from https://genixcarbon.com/)
10:28:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:28:01%20GMT	http://genixcarbon.com/cdn/s/trekkie.storefront.fa5ed3681c2fc2a896d098bf1f3f0dad966320f4.min.js	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/s/trekkie.storefront.fa5ed3681c2fc2a896d098bf1f3f0dad966320f4.min.js	(from https://genixcarbon.com/)
10:28:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:28:03%20GMT	http://genixcarbon.com/cdn/shopifycloud/storefront/assets/shop_events_listener-abeef7a0.js	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shopifycloud/storefront/assets/shop_events_listener-abeef7a0.js	(from https://genixcarbon.com/)
10:28:02	88641/88641	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2016%20Oct%202025%2017:15:40%20GMT	https://genixcarbon.com/cdn/s/trekkie.storefront.fa5ed3681c2fc2a896d098bf1f3f0dad966320f4.min.js	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/s/trekkie.storefront.fa5ed3681c2fc2a896d098bf1f3f0dad966320f4.min.js	(from https://genixcarbon.com/)
10:28:03	13923/13923	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2007%20Oct%202025%2016:45:57%20GMT	https://genixcarbon.com/cdn/shopifycloud/storefront/assets/shop_events_listener-abeef7a0.js	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shopifycloud/storefront/assets/shop_events_listener-abeef7a0.js	(from https://genixcarbon.com/)
10:28:03	70904/70904	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20Oct%202025%2009:53:26%20GMT	https://genixcarbon.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.0.17.min.js	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.0.17.min.js	(from https://genixcarbon.com/)
10:28:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:28:04%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/component-list-menu.css?v=151968516119678728991716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-list-menu5169.css	(from https://genixcarbon.com/)
10:28:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:28:05%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/component-search.css?v=165164710990765432851716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-search9e7a.css	(from https://genixcarbon.com/)
10:28:05	516/516	---MCZ	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2003:19:43%20GMT	https://genixcarbon.com/cdn/shop/t/1/assets/component-list-menu.css?v=151968516119678728991716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-list-menu5169.css	(from https://genixcarbon.com/)
10:28:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:28:05%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/component-menu-drawer.css?v=110695408305392539491716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-menu-drawerfd75.css	(from https://genixcarbon.com/)
10:28:05	1337/1337	---MCZ	200	added ('OK')	text/css	date:Mon,%2012%20Aug%202024%2003:07:54%20GMT	https://genixcarbon.com/cdn/shop/t/1/assets/component-search.css?v=165164710990765432851716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-search9e7a.css	(from https://genixcarbon.com/)
10:28:05	4644/4644	---MCZ	200	added ('OK')	text/css	date:Wed,%2015%20Oct%202025%2021:32:14%20GMT	https://genixcarbon.com/cdn/shop/t/1/assets/component-menu-drawer.css?v=110695408305392539491716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-menu-drawerfd75.css	(from https://genixcarbon.com/)
10:28:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:28:06%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/component-cart-notification.css?v=54116361853792938221716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-cart-notification28ed.css	(from https://genixcarbon.com/)
10:28:06	2693/2693	---MCZ	200	added ('OK')	text/css	date:Sat,%2022%20Feb%202025%2007:08:17%20GMT	https://genixcarbon.com/cdn/shop/t/1/assets/component-cart-notification.css?v=54116361853792938221716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-cart-notification28ed.css	(from https://genixcarbon.com/)
10:28:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Oct%202025%2005:28:06%20GMT	http://genixcarbon.com/cdn/shop/t/1/assets/component-cart-items.css?v=127384614032664249911716278939	C:/Users/Saboor/Pictures/ganix/genixcarbon.com/cdn/shop/t/1/assets/component-cart-items45b5.css	(from https://genixcarbon.com/)
